age,diameter,length,material,install_year,condition_score,criticality,pressure_zone,Failure_Tot,failure,longitude,latitude
39,300,14.6297468008302,DI,1985.0,8.5,6,3,0,0,,
25,300,84.2761495140725,PVC,1999.0,9.35,8,1,0,0,,
25,300,7.39493289140013,PVC,1999.0,9.35,7,1,0,0,,
18,300,17.3893887787991,PVC,2006.0,9.35,7,0,0,0,,
18,300,2.12609211510808,PVC,2006.0,9.35,0,0,0,0,,
18,300,2.79232920681603,PVC,2006.0,9.35,7,0,0,0,,
18,300,12.4480053169009,PVC,2006.0,9.35,8,0,0,0,,
34,300,94.3516577688511,DI,1990.0,9.1,7,1,0,0,,
34,300,4.7958227808144,DI,1990.0,9.1,7,1,0,0,,
55,450,12.8364111187645,CI,1969.0,7.85,7,1,0,0,,
121,300,14.7534300879362,CI,1903.0,7.75,7,1,1,1,-80.4878770018377,43.4567066169048
26,300,7.00194534194801,PVC,1998.0,9.35,7,0,0,0,,
26,300,369.447148488094,PVC,1998.0,9.35,7,0,0,0,,
26,300,5.98283310753985,PVC,1998.0,9.35,7,0,0,0,,
26,300,11.2333081645777,PVC,1998.0,9.35,7,0,0,0,,
44,450,289.902538158168,DI,1980.0,8.5,7,3,0,0,,
44,450,40.6954700125642,DI,1980.0,8.5,7,3,0,0,,
44,450,32.9003777529999,DI,1980.0,8.5,7,3,0,0,,
64,300,287.492270287801,CI,1960.0,7.75,7,1,0,0,,
49,450,3.60948243541446,DI,1975.0,8.5,7,2,1,1,-80.4199967918687,43.3883211207016
49,450,352.015235029127,DI,1975.0,8.5,7,2,0,0,,
49,450,185.450481179265,DI,1975.0,8.5,7,2,0,0,,
57,300,129.792057245906,CI,1967.0,6.25,7,1,1,1,-80.4701743132387,43.4307126826792
57,300,245.475879443306,CI,1967.0,5.45,8,1,3,1,-80.4713480149649,43.4323735174754
34,300,128.419504962155,DI,1990.0,9.1,6,1,0,0,,
34,300,16.6848982825481,DI,1990.0,9.1,6,1,0,0,,
34,300,73.9375606532039,DI,1990.0,9.1,6,1,0,0,,
44,200,231.044429041072,DI,1980.0,6.9,6,2,2,1,-80.4093954503426,43.3933512450511
44,200,8.02705451113858,DI,1980.0,8.5,6,2,2,1,-80.4093954503426,43.3933512450511
44,200,271.814402421135,DI,1980.0,8.5,7,2,2,1,-80.4093954503426,43.3933512450511
44,200,0.918532143915832,DI,1980.0,8.5,7,2,1,1,-80.4040462703145,43.392423763597
42,150,0.993669708503629,DI,1982.0,9.1,6,1,0,0,,
42,150,80.1240238408036,DI,1982.0,9.1,6,1,0,0,,
42,150,14.2288069241502,DI,1982.0,9.1,6,1,0,0,,
99,150,11.9448481064674,CI,1925.0,7.75,6,1,0,0,,
13,150,7.01121031030134,PVC,2011.0,9.35,0,1,0,0,,
13,150,16.6208407763251,PVC,2011.0,9.35,5,1,0,0,,
39,150,8.0395130805254,DI,1985.0,9.1,6,1,0,0,,
39,150,230.336456650955,DI,1985.0,9.1,6,1,0,0,,
78,150,58.6115280329232,CI,1946.0,7.75,5,1,0,0,,
36,150,34.4072000944847,DI,1988.0,8.65,5,1,0,0,,
20,200,5.36961123768844,PVC,2004.0,9.35,6,5,0,0,,
20,200,50.0747062366235,PVC,2004.0,9.35,6,5,0,0,,
20,200,144.732051537052,PVC,2004.0,9.35,6,5,0,0,,
18,150,70.8806835941217,PVC,2006.0,9.35,5,7,0,0,,
28,150,14.8613377854261,PVC,1996.0,9.35,6,1,0,0,,
28,150,64.5460145089787,PVC,1996.0,9.35,6,1,0,0,,
14,200,4.11257066266815,PVC,2010.0,9.35,7,1,0,0,,
45,450,13.5764463294174,DI,1979.0,8.5,6,0,0,0,,
45,450,34.2968744358225,DI,1979.0,8.5,6,0,0,0,,
39,200,79.4460449841811,DI,1985.0,9.1,6,2,0,0,,
19,150,118.495666094438,PVC,2005.0,9.35,5,1,0,0,,
47,150,7.4217890784082,DI,1977.0,8.5,5,2,0,0,,
47,150,152.236240719557,DI,1977.0,8.5,5,2,0,0,,
36,100,4.1548911697553,DI,1988.0,9.1,0,3,0,0,,
36,100,65.5547123169675,DI,1988.0,9.1,4,3,0,0,,
39,200,21.4076302639958,DI,1985.0,9.1,6,2,0,0,,
39,200,12.778696772688,DI,1985.0,9.1,6,2,0,0,,
58,150,2.47506632959391,DI,1966.0,8.5,6,1,3,1,-80.5107913471909,43.4331836945587
58,150,20.6947539304032,DI,1966.0,8.5,6,1,1,1,-80.5105775051522,43.4341813563143
19,300,7.51521006584928,PVC,2005.0,9.35,6,2,0,0,,
19,300,39.9086283362635,PVC,2005.0,9.35,6,2,0,0,,
52,150,12.4979356561256,DI,1972.0,8.5,6,5,0,0,,
52,150,7.94997818381007,DI,1972.0,8.5,6,5,0,0,,
52,150,147.733361089453,DI,1972.0,8.5,6,5,0,0,,
52,150,164.621185442747,DI,1972.0,8.5,6,5,0,0,,
44,300,37.4562367510823,DI,1980.0,8.5,6,0,0,0,,
57,150,1.7246396870168,DI,1967.0,8.5,7,1,1,1,-80.4485309958837,43.4430745920407
57,150,81.5447945129295,DI,1967.0,6.1,6,1,1,1,-80.4485309958837,43.4430745920407
43,450,1.56910845170886,DI,1981.0,8.5,0,0,0,0,,
43,450,108.59451460798,DI,1981.0,8.5,6,0,0,0,,
102,150,0.568074501866729,CI,1922.0,7.75,0,1,0,0,,
102,150,155.810276019815,CI,1922.0,5.5,6,1,0,0,,
31,300,6.23341514175746,PVC,1993.0,9.1,7,1,1,1,-80.4911694366688,43.4493597627124
18,150,10.7169096232897,PVC,2006.0,9.35,7,1,0,0,,
18,150,116.615551942774,PVC,2006.0,9.35,6,1,0,0,,
64,300,131.056841891677,CI,1960.0,7.75,7,1,9,1,-80.4661591423416,43.4657182018731
70,150,90.5786521845375,CI,1954.0,7.75,6,1,0,0,,
55,450,3.86609601922822,DI,1969.0,8.5,7,2,0,0,,
19,300,5.84593223598382,PVC,2005.0,9.35,6,1,0,0,,
19,300,67.8600576844938,PVC,2005.0,9.35,6,1,0,0,,
23,300,11.7817767986597,PVC,2001.0,9.35,7,1,0,0,,
62,150,193.400248366834,CI,1962.0,5.85,6,1,2,1,-80.5059948328406,43.4249606510747
62,150,124.944860782519,CI,1962.0,7.85,5,1,2,1,-80.5059948328406,43.4249606510747
91,300,7.67831585737543,CI,1933.0,7.75,7,1,0,0,,
24,300,3.9466119155418,DI,2000.0,9.1,0,1,0,0,,
24,300,3.55192092196942,DI,2000.0,9.1,0,12,0,0,,
24,300,15.5811453383634,DI,2000.0,9.1,0,1,0,0,,
57,150,12.2062270622549,CI,1967.0,7.85,6,1,2,1,-80.4370480476613,43.4544695514711
57,150,261.059600464771,CI,1967.0,6.25,5,1,2,1,-80.4370480476613,43.4544695514711
57,150,33.8096991670754,CI,1967.0,7.85,6,1,1,1,-80.4389719501519,43.4525323182647
33,200,12.7260873298362,DI,1991.0,9.1,6,0,0,0,,
33,200,18.158042044964,DI,1991.0,9.1,6,0,0,0,,
33,200,117.480549435996,DI,1991.0,9.1,6,0,0,0,,
33,200,84.1485690705729,DI,1991.0,9.1,6,0,0,0,,
33,200,64.754844769965,DI,1991.0,9.1,6,0,0,0,,
40,150,2.29574110097892,DI,1984.0,9.1,0,3,1,1,-80.5369140082192,43.4390236926073
40,150,9.45462537856866,DI,1984.0,9.1,6,3,0,0,,
40,150,7.24550876665561,DI,1984.0,9.1,6,3,0,0,,
40,150,248.611269149748,DI,1984.0,9.1,6,3,0,0,,
15,300,5.78136793625769,PVC,2009.0,9.35,6,1,0,0,,
15,300,38.2424320108092,PVC,2009.0,9.35,6,1,0,0,,
35,150,174.935649312063,DI,1989.0,9.1,6,0,0,0,,
43,300,16.6502626831019,DI,1981.0,8.5,0,10,1,1,-80.5243438706733,43.410173513885
43,300,27.2235705604065,DI,1981.0,8.5,0,10,1,1,-80.5243438706733,43.410173513885
43,300,142.627974924266,DI,1981.0,8.5,0,10,1,1,-80.5243438706733,43.410173513885
16,300,114.086987413655,PVC,2008.0,9.35,7,1,0,0,,
23,150,14.248895761218,PVC,2001.0,9.35,5,1,0,0,,
23,150,76.8788792677138,PVC,2001.0,9.35,5,1,0,0,,
19,150,230.700464350329,PVC,2005.0,9.35,6,4,0,0,,
33,300,126.432168279377,DI,1991.0,9.1,6,1,0,0,,
53,300,166.456330553346,DI,1971.0,6.1,7,5,2,1,-80.4191162801847,43.4260876927455
32,600,226.638322308921,CPP,1992.0,9.35,7,1,0,0,,
60,450,92.6068384872727,CI,1964.0,7.85,7,1,1,1,-80.5105775051522,43.4341813563143
19,150,10.4734285627471,PVC,2005.0,9.35,7,1,0,0,,
19,150,160.116433674083,PVC,2005.0,9.35,7,1,0,0,,
19,150,2.89828780630208,PVC,2005.0,9.35,7,1,0,0,,
24,200,14.2150905812801,PVC,2000.0,9.35,7,5,0,0,,
62,300,1.21930898472016,CI,1962.0,7.85,7,1,3,1,-80.4605901098276,43.4626346639757
62,300,407.865379140301,CI,1962.0,7.85,7,1,3,1,-80.4605901098276,43.4626346639757
53,150,11.1576721590116,DI,1971.0,8.5,7,1,0,0,,
53,150,0.914332631345721,DI,1971.0,8.5,0,1,0,0,,
53,150,57.1211262067826,DI,1971.0,8.5,7,1,0,0,,
53,150,144.279216327654,DI,1971.0,8.5,6,1,0,0,,
30,300,1.1655929312885,DI,1994.0,9.1,0,1,1,1,-80.4892112609768,43.4519330121608
30,300,9.71297291832101,DI,1994.0,9.1,8,1,1,1,-80.4892112609768,43.4519330121608
30,300,5.59920117253538,DI,1994.0,9.1,8,1,1,1,-80.4892112609768,43.4519330121608
56,300,1.55242917462571,DI,1968.0,8.5,7,1,6,1,-80.502936881436,43.4234799778811
14,150,14.6376884533959,PVC,2010.0,9.35,7,1,1,1,-80.4923399167621,43.4458056115068
14,150,6.34904059355672,PVC,2010.0,9.35,7,1,1,1,-80.4923399167621,43.4458056115068
65,150,11.8429375079555,CI,1959.0,7.75,6,1,0,0,,
65,150,274.391231786931,CI,1959.0,5.75,6,1,4,1,-80.4592818048544,43.4594903412968
65,150,8.22965044332171,CI,1959.0,7.75,6,1,1,1,-80.4591009117007,43.4589342923012
29,200,225.215596919294,PVC,1995.0,8.95,8,1,2,1,-80.4439011439736,43.3995788382544
48,600,299.911417266977,DI,1976.0,8.5,6,1,0,0,,
44,150,13.7870776672667,DI,1980.0,8.5,5,3,0,0,,
44,150,141.317604710845,DI,1980.0,8.5,5,3,0,0,,
44,150,13.2860300835689,DI,1980.0,8.5,5,3,0,0,,
48,150,5.98471935301245,DI,1976.0,8.5,5,1,2,1,-80.4413819535544,43.466202471982
48,150,193.381289139859,DI,1976.0,6.5,5,1,2,1,-80.4413819535544,43.466202471982
20,150,12.9873351637463,PVC,2004.0,9.35,7,2,0,0,,
20,150,9.55964363820742,PVC,2004.0,9.35,7,2,0,0,,
20,150,192.207400856065,PVC,2004.0,9.35,6,2,0,0,,
46,300,179.686342231717,DI,1978.0,8.5,7,1,0,0,,
46,300,29.588724904986,DI,1978.0,8.5,6,1,0,0,,
18,300,11.8399162381425,PVC,2006.0,9.35,6,0,0,0,,
18,300,0.349185337799843,PVC,2006.0,9.35,7,0,1,1,-80.5567056631554,43.4219053222802
18,300,358.973385021359,PVC,2006.0,9.35,8,0,0,0,,
32,300,23.5599745599198,DI,1992.0,9.1,6,1,0,0,,
32,300,2.30427465421219,DI,1992.0,9.1,7,1,0,0,,
32,300,135.19667488868,DI,1992.0,9.1,7,1,0,0,,
51,150,18.1566362388065,CI,1973.0,3.95,6,1,2,1,-80.5064032467737,43.4421469412875
51,150,153.217920724224,CI,1973.0,7.75,6,1,2,1,-80.5064032467737,43.4421469412875
51,150,51.2064117398212,CI,1973.0,4.95,6,1,2,1,-80.5064032467737,43.4421469412875
58,150,152.406612446949,CI,1966.0,6.65,5,1,4,1,-80.4443033712375,43.4631839990736
58,150,7.16522817888122,CI,1966.0,7.85,5,1,4,1,-80.4443033712375,43.4631839990736
58,150,188.660653009211,CI,1966.0,5.45,5,1,4,1,-80.4443033712375,43.4631839990736
50,300,13.5631358266399,DI,1974.0,8.5,6,3,0,0,,
50,300,30.101716954847,DI,1974.0,8.5,6,3,0,0,,
61,200,162.540188861523,CI,1963.0,4.4,6,1,1,1,-80.4511233986871,43.4465242753219
61,200,7.6814034121302,CI,1963.0,7.85,6,1,1,1,-80.4511233986871,43.4465242753219
37,150,8.17169022418382,DI,1987.0,9.1,6,1,0,0,,
37,150,48.3065354280564,DI,1987.0,9.1,6,1,0,0,,
57,150,14.5650517752234,DI,1967.0,8.5,6,1,4,1,-80.4435511280429,43.4556446425053
57,150,271.3757838498,DI,1967.0,5.65,6,1,4,1,-80.4435511280429,43.4556446425053
57,150,12.2658176001479,DI,1967.0,8.5,6,1,4,1,-80.4435511280429,43.4556446425053
33,150,3.51793575756935,DI,1991.0,9.1,6,0,0,0,,
33,150,1.5728732946659,DI,1991.0,9.1,0,0,0,0,,
33,150,75.5862431915606,DI,1991.0,9.1,6,0,0,0,,
49,150,12.4883188497917,DI,1975.0,8.5,5,3,0,0,,
49,150,195.191643265442,DI,1975.0,8.5,5,3,0,0,,
49,150,13.009727520162,DI,1975.0,8.5,5,3,0,0,,
49,150,169.777460430784,DI,1975.0,8.5,5,3,0,0,,
88,150,8.16495594700102,CI,1936.0,7.75,6,1,0,0,,
39,200,62.5942061932673,DI,1985.0,9.1,7,1,0,0,,
52,150,76.9043793647081,DI,1972.0,8.5,6,5,0,0,,
52,150,6.84455149129994,DI,1972.0,8.5,6,5,1,1,-80.4166163098391,43.4304591467195
71,150,4.51095052093587,CI,1953.0,7.75,5,1,0,0,,
71,150,88.1161100785042,CI,1953.0,7.75,5,1,0,0,,
62,450,247.620423215726,CI,1962.0,7.85,7,1,0,0,,
62,450,45.9135142600714,CI,1962.0,7.85,7,1,0,0,,
26,150,105.278480913472,PVC,1998.0,9.35,5,1,0,0,,
55,150,7.69960701239541,DI,1969.0,8.5,5,3,0,0,,
55,150,9.1491149873513,DI,1969.0,8.5,5,3,0,0,,
55,150,228.09127354434,DI,1969.0,8.5,5,3,0,0,,
55,150,170.614248240167,DI,1969.0,8.5,5,3,0,0,,
55,150,142.59787771546,DI,1969.0,8.5,5,3,0,0,,
79,150,91.0529328809012,CI,1945.0,7.75,6,1,0,0,,
74,450,73.9543796241127,CI,1950.0,7.75,7,1,0,0,,
43,150,6.89169262163174,DI,1981.0,8.5,5,7,0,0,,
15,150,7.82187125084533,PVC,2009.0,9.35,6,3,2,1,-80.522222807004,43.4273901252624
51,200,13.5729111519882,DI,1973.0,8.5,6,1,0,0,,
51,200,5.03313324219082,DI,1973.0,8.5,6,1,0,0,,
15,150,7.27166068575213,PVC,2009.0,9.35,7,3,0,0,,
15,150,1.60518142261806,PVC,2009.0,9.35,7,3,2,1,-80.522222807004,43.4273901252624
55,300,6.48340629831318,DI,1969.0,8.5,6,2,0,0,,
55,300,7.36317887886244,DI,1969.0,8.5,6,2,0,0,,
23,200,6.93573430871299,PVC,2001.0,9.35,7,1,0,0,,
29,300,3.04492394641147,DI,1995.0,9.1,6,1,0,0,,
59,150,38.0511539503596,DI,1965.0,8.5,6,1,0,0,,
59,150,1.03562649683928,DI,1965.0,8.5,0,1,0,0,,
14,150,69.861101539307,PVC,2010.0,9.35,6,6,0,0,,
21,300,60.7667938057457,PVC,2003.0,9.35,6,3,0,0,,
43,450,52.4650750374076,DI,1981.0,8.5,7,1,0,0,,
19,200,11.7080468310712,PVC,2005.0,9.35,6,1,0,0,,
19,200,30.8929085110503,PVC,2005.0,9.35,6,1,0,0,,
19,200,43.259204338857,PVC,2005.0,9.35,6,1,0,0,,
44,100,6.4215242054578,DI,1980.0,8.5,6,2,0,0,,
44,100,0.600001199627783,DI,1980.0,8.5,6,2,0,0,,
44,100,86.6440362003058,DI,1980.0,8.5,6,2,0,0,,
58,150,7.62715505561628,CI,1966.0,7.85,6,1,4,1,-80.4407228035775,43.4593276791256
58,150,194.012958413094,CI,1966.0,4.65,6,1,4,1,-80.4407228035775,43.4593276791256
61,150,75.1573511056945,CI,1963.0,7.85,5,3,0,0,,
61,150,8.33565762845099,CI,1963.0,7.85,0,1,0,0,,
19,200,6.08091015698435,PVC,2005.0,9.35,6,1,0,0,,
24,450,17.2892543040641,DI,2000.0,9.1,9,12,0,0,,
36,200,130.83064870438,DI,1988.0,9.1,7,1,0,0,,
15,150,82.450647215951,PVC,2009.0,9.35,5,1,0,0,,
21,200,41.0262296251922,PVC,2003.0,9.35,5,3,0,0,,
21,200,2.68666675422481,PVC,2003.0,9.35,5,3,0,0,,
56,150,7.31473218033674,DI,1968.0,8.5,5,1,2,1,-80.4996577657266,43.4198536483904
56,150,8.03390065178291,DI,1968.0,8.5,5,1,2,1,-80.4996577657266,43.4198536483904
56,150,158.03643433052,DI,1968.0,8.5,5,1,2,1,-80.4996577657266,43.4198536483904
56,150,167.557266905988,DI,1968.0,6.5,5,1,2,1,-80.4996577657266,43.4198536483904
56,150,174.947822448156,DI,1968.0,8.5,5,1,2,1,-80.4996577657266,43.4198536483904
22,150,7.59871399695672,PVC,2002.0,9.35,6,0,0,0,,
22,150,107.345088238176,PVC,2002.0,9.35,6,0,0,0,,
26,300,11.0259109297648,PVC,1998.0,9.35,6,5,0,0,,
26,300,211.013133072358,PVC,1998.0,9.35,6,5,0,0,,
26,300,11.116821099967,PVC,1998.0,9.35,5,5,0,0,,
46,300,10.3868570499399,DI,1978.0,8.5,6,1,0,0,,
46,300,96.5989221522326,DI,1978.0,8.5,6,1,0,0,,
71,150,83.2998215217658,CI,1953.0,5.75,6,1,1,1,-80.4506327419873,43.4299130081103
38,150,132.391829448237,DI,1986.0,9.1,5,1,0,0,,
38,150,123.390282478386,DI,1986.0,9.1,5,1,0,0,,
69,150,106.13939149531,CI,1955.0,4.5,5,1,2,1,-80.5191199885419,43.4487102569823
69,150,10.0742092323375,CI,1955.0,7.75,5,1,2,1,-80.5191199885419,43.4487102569823
28,300,8.88016900801355,PVC,1996.0,9.35,6,1,0,0,,
28,300,166.156745214132,PVC,1996.0,9.35,6,1,0,0,,
28,300,5.94161042153577,PVC,1996.0,9.35,6,1,0,0,,
47,300,7.10398068695234,DI,1977.0,8.5,7,1,0,0,,
47,300,70.0812190942853,DI,1977.0,8.5,7,1,0,0,,
24,300,106.310896945563,PVC,2000.0,9.35,7,1,1,1,-80.419466174815,43.4251239950744
24,300,49.1235098829852,PVC,2000.0,9.35,7,1,1,1,-80.419466174815,43.4251239950744
53,200,12.6746381378914,DI,1971.0,8.5,5,3,0,0,,
53,200,171.885965416617,DI,1971.0,8.5,6,3,0,0,,
37,150,9.42247412065729,DI,1987.0,9.1,5,3,0,0,,
37,150,15.4679353965283,DI,1987.0,9.1,5,3,0,0,,
37,150,107.591745514366,DI,1987.0,9.1,5,3,0,0,,
37,150,108.086506403829,DI,1987.0,9.1,5,3,0,0,,
37,150,156.079991055282,DI,1987.0,9.1,5,3,0,0,,
37,150,141.134798224439,DI,1987.0,9.1,5,3,0,0,,
37,150,99.7453623992298,DI,1987.0,9.1,7,1,0,0,,
37,150,12.2751094806659,DI,1987.0,9.1,5,1,0,0,,
45,300,76.1561570014848,DI,1979.0,8.5,6,5,0,0,,
45,300,12.8768875872565,DI,1979.0,8.5,6,5,0,0,,
57,300,14.0735331460123,DI,1967.0,8.5,6,1,0,0,,
57,300,316.44473789292,DI,1967.0,8.5,7,1,1,1,-80.4743568655336,43.4295036084089
57,300,144.639761189345,DI,1967.0,7.3,7,1,1,1,-80.4743568655336,43.4295036084089
24,200,38.63805597157,PVC,2000.0,9.35,7,5,0,0,,
18,200,3.24474175176185,PVC,2006.0,9.35,6,1,2,1,-80.511163515614,43.4425815755989
18,200,10.4942656125177,PVC,2006.0,9.35,6,1,2,1,-80.511163515614,43.4425815755989
18,200,0.954392371597765,PVC,2006.0,9.35,0,1,2,1,-80.511163515614,43.4425815755989
63,300,0.306837954204133,DI,1961.0,8.5,7,3,1,1,-80.5224608448573,43.4106967338158
63,300,0.696769151241854,DI,1961.0,8.5,7,3,1,1,-80.5224608448573,43.4106967338158
23,150,18.1644014278919,PVC,2001.0,9.35,6,1,0,0,,
23,150,12.5382621218248,PVC,2001.0,9.35,5,1,0,0,,
70,100,34.4950244554502,CI,1954.0,3.5,5,1,3,1,-80.4944978909616,43.4689213619151
39,150,11.8755290708896,DI,1985.0,9.1,6,0,0,0,,
39,150,293.256383363875,DI,1985.0,9.1,7,0,0,0,,
39,150,88.4321988841585,DI,1985.0,9.1,6,0,0,0,,
39,150,12.8000531116514,DI,1985.0,9.1,6,0,0,0,,
33,300,87.4279699274789,DI,1991.0,9.1,7,1,0,0,,
43,150,0.446450143724884,DI,1981.0,8.5,5,7,0,0,,
43,150,2.7575764176212,DI,1981.0,8.5,5,7,0,0,,
35,150,5.29797765129071,DI,1989.0,9.1,5,7,0,0,,
32,150,7.89826449833289,DI,1992.0,9.1,5,7,0,0,,
32,150,9.71160425601676,DI,1992.0,9.1,5,7,0,0,,
32,300,15.0908914685231,DI,1992.0,9.1,5,7,0,0,,
60,200,7.40781278186717,CI,1964.0,7.85,6,1,2,1,-80.5124325819801,43.422346240322
60,200,298.557920933207,CI,1964.0,6.65,6,1,2,1,-80.5124325819801,43.422346240322
60,200,156.1437127621,CI,1964.0,7.85,6,1,2,1,-80.5124325819801,43.422346240322
43,300,7.91999342752801,DI,1981.0,8.5,6,7,0,0,,
18,150,135.689196263159,PVC,2006.0,9.35,6,7,0,0,,
18,150,84.550442292295,PVC,2006.0,9.35,6,7,0,0,,
44,300,12.1898777740754,DI,1980.0,8.5,6,7,0,0,,
43,300,14.9348743535776,DI,1981.0,8.5,6,7,0,0,,
40,300,26.4298934924608,DI,1984.0,9.1,7,1,0,0,,
40,300,7.08835860300879,DI,1984.0,9.1,7,1,0,0,,
63,150,61.9266139824581,CI,1961.0,7.75,6,1,1,1,-80.4562761947933,43.462067421661
63,150,13.8742144479007,CI,1961.0,7.75,6,1,1,1,-80.4562761947933,43.462067421661
14,150,19.3674046764916,PVC,2010.0,9.35,6,1,0,0,,
14,150,118.684122645976,PVC,2010.0,6.55,6,1,0,0,,
64,200,50.2601036872702,CI,1960.0,7.75,6,1,0,0,,
64,200,1.18536206903816,CI,1960.0,7.75,6,1,0,0,,
23,150,0.569538901396038,PVC,2001.0,9.35,0,1,1,1,-80.4805146850787,43.4550325765982
23,150,73.8272730743131,PVC,2001.0,6.95,7,1,1,1,-80.4805146850787,43.4550325765982
23,150,3.92084286745504,PVC,2001.0,9.35,6,1,1,1,-80.4805146850787,43.4550325765982
22,150,67.3076572670306,PVC,2002.0,9.35,6,6,0,0,,
36,150,1.92447473574328,DI,1988.0,9.1,5,1,1,1,-80.499089237858,43.4364171452082
36,150,3.614979612769,DI,1988.0,9.1,6,1,0,0,,
36,150,4.98490708532592,DI,1988.0,9.1,0,1,1,1,-80.499089237858,43.4364171452082
36,150,216.773365581957,DI,1988.0,8.7,6,1,1,1,-80.499089237858,43.4364171452082
30,150,14.3212213607739,PVC,1994.0,9.35,6,2,0,0,,
30,150,88.1309569280679,PVC,1994.0,9.35,6,2,0,0,,
30,150,108.713962779139,PVC,1994.0,9.35,6,2,0,0,,
20,150,222.72181676407,PVC,2004.0,9.35,7,1,1,1,-80.5001847032869,43.4573161929359
20,150,0.964168475180843,PVC,2004.0,9.35,0,1,1,1,-80.5001847032869,43.4573161929359
21,150,6.70309350672258,PVC,2003.0,9.35,6,3,0,0,,
21,150,97.4936591724404,PVC,2003.0,9.35,6,3,0,0,,
18,300,9.61310107913367,PVC,2006.0,9.35,7,2,0,0,,
18,300,14.341963875413,PVC,2006.0,9.35,7,2,0,0,,
18,300,142.55701859492,PVC,2006.0,9.35,7,2,0,0,,
18,300,162.39175227957,PVC,2006.0,9.35,7,2,0,0,,
53,50,86.7086134680203,Other,1971.0,9.0,3,3,0,0,,
53,50,4.18145180637761,Other,1971.0,9.0,3,3,0,0,,
59,300,10.0071842292829,DI,1965.0,8.5,7,1,0,0,,
59,300,91.7351782164553,DI,1965.0,8.5,7,1,0,0,,
25,300,86.6142208149647,PVC,1999.0,9.35,7,1,0,0,,
16,200,12.2885968101362,PVC,2008.0,9.35,7,1,0,0,,
16,200,74.6520755407345,PVC,2008.0,9.35,6,1,0,0,,
49,200,11.0104536851597,DI,1975.0,8.5,6,1,0,0,,
49,300,6.29304249779034,DI,1975.0,8.5,6,2,0,0,,
66,300,9.52111358252675,CI,1958.0,7.75,6,1,3,1,-80.4605901098276,43.4626346639757
66,300,5.50554455287169,CI,1958.0,7.75,7,1,3,1,-80.4605901098276,43.4626346639757
37,750,74.0124814656525,CPP,1987.0,9.35,10,5,0,0,,
37,750,0.623736994617633,CPP,1987.0,9.35,0,5,1,1,-80.4192880367943,43.4267865774632
19,300,1.28651086793378,HDPE,2005.0,10.0,5,1,0,0,,
19,300,50.4912671443041,HDPE,2005.0,10.0,6,1,0,0,,
25,600,112.921349366368,PVC,1999.0,9.35,0,3,0,0,,
25,600,209.5506916316,PVC,1999.0,9.35,7,3,0,0,,
37,300,5.1411270333987,DI,1987.0,9.1,7,1,0,0,,
37,300,0.487441330547135,DI,1987.0,9.1,0,1,0,0,,
72,200,142.431481366729,CI,1952.0,7.75,7,1,0,0,,
48,600,1.16247047303316,DI,1976.0,8.5,0,1,1,1,-80.4750588838453,43.4069598754962
48,600,12.1624332371783,DI,1976.0,8.5,7,1,0,0,,
33,300,1.78948967364354,DI,1991.0,9.1,7,1,0,0,,
33,300,4.56346492470509,DI,1991.0,9.1,7,1,0,0,,
75,300,13.6483083149135,CI,1949.0,7.75,6,1,2,1,-80.4685679239392,43.4463391494082
75,300,76.6236496447967,CI,1949.0,4.55,6,1,2,1,-80.4685679239392,43.4463391494082
56,450,114.161413833577,DI,1968.0,5.7,7,1,3,1,-80.4844724587781,43.4758387261803
34,300,10.8938797302723,DI,1990.0,9.1,7,1,0,0,,
34,300,77.7764108115982,DI,1990.0,9.1,7,1,0,0,,
34,300,0.986812570177751,DI,1990.0,9.1,0,1,0,0,,
52,150,17.3711165682319,DI,1972.0,8.5,6,1,0,0,,
52,150,1.54789090242431,DI,1972.0,8.5,6,1,1,1,-80.4826579594926,43.4182273702733
38,150,95.7433324909093,DI,1986.0,9.1,5,1,0,0,,
38,150,7.26986609584987,DI,1986.0,9.1,5,1,0,0,,
16,200,86.5105681750988,PVC,2008.0,9.35,6,1,0,0,,
24,150,81.0718550166393,PVC,2000.0,9.35,5,4,0,0,,
24,150,131.821257189301,PVC,2000.0,9.35,5,4,0,0,,
52,300,16.952032136903,DI,1972.0,8.5,6,5,0,0,,
52,300,89.6699685407898,DI,1972.0,8.5,7,5,0,0,,
23,150,9.1424394570939,PVC,2001.0,9.35,6,1,0,0,,
23,150,0.987628513693782,PVC,2001.0,9.35,0,1,0,0,,
23,150,184.922051265946,PVC,2001.0,9.35,7,1,0,0,,
75,150,95.5934764821079,CI,1949.0,4.55,5,1,2,1,-80.4895185845332,43.4739362799816
56,150,8.45831198339529,DI,1968.0,8.5,5,1,2,1,-80.4996577657266,43.4198536483904
56,150,202.257507893969,DI,1968.0,8.1,5,1,1,1,-80.4983997640421,43.4190263427099
28,300,1.18449671999212,PVC,1996.0,9.35,7,0,0,0,,
28,300,81.6639264460672,PVC,1996.0,9.35,7,0,0,0,,
60,150,77.437988818825,DI,1964.0,6.1,6,1,1,1,-80.4879842806125,43.4301784876893
38,150,9.36397683863683,DI,1986.0,9.1,5,1,0,0,,
38,150,81.5234447438113,DI,1986.0,9.1,5,1,0,0,,
44,300,7.6530510756157,DI,1980.0,8.5,6,3,0,0,,
44,300,178.182585991482,DI,1980.0,8.5,6,3,0,0,,
43,300,157.094355836675,DI,1981.0,8.5,6,3,0,0,,
